node_id,initial_energy,remaining_energy,lifetime
0,100,7.45401,300
1,100,0,235.144
2,100,5.57141,300
3,100,3.60917,300
4,100,9.05182,300
5,100,0,226.592
6,100,0,244.825
7,100,0,298.722
8,100,7.3521,300
9,100,8.90945,300
10,100,0,242.753
11,100,0.631584,300
12,100,7.90764,300
13,100,9.18662,300
14,100,9.53398,300
15,100,0,282.309
16,100,8.94359,300
17,100,9.18742,300
18,100,9.19017,300
19,100,9.21495,300
20,100,2.42615,300
21,100,9.02702,300
22,100,9.6489,300
23,100,9.68077,300
24,100,9.85918,300
