node_id,initial_energy,remaining_energy,lifetime
0,100,9.2171,300
1,100,2.48011,300
2,100,8.54571,300
3,100,9.71447,300
4,100,9.86734,300
5,100,2.36931,300
6,100,0,284.099
7,100,7.88015,300
8,100,9.14876,300
9,100,9.17917,300
10,100,9.60562,300
11,100,0,286.14
12,100,9.06567,300
13,100,9.16004,300
14,100,9.50918,300
15,100,9.67563,300
16,100,9.15059,300
17,100,9.15711,300
18,100,9.15858,300
19,100,9.17548,300
20,100,9.84643,300
21,100,9.17736,300
22,100,9.61845,300
23,100,9.67053,300
24,100,9.8592,300
