node_id,initial_energy,remaining_energy,lifetime
0,100,8.21045,300
1,100,0,238.572
2,100,3.73185,300
3,100,3.73822,300
4,100,3.93047,300
5,100,0,238.549
6,100,0,271.464
7,100,2.9323,300
8,100,5.11437,300
9,100,3.14131,300
10,100,0,291.564
11,100,8.98458,300
12,100,5.06284,300
13,100,7.08219,300
14,100,5.39191,300
15,100,9.70824,300
16,100,9.18314,300
17,100,5.13864,300
18,100,7.1865,300
19,100,5.15335,300
20,100,9.86694,300
21,100,9.20975,300
22,100,7.67407,300
23,100,9.68183,300
24,100,7.8803,300
