node_id,initial_energy,remaining_energy,lifetime
0,100,8.16768,300
1,100,0,274.955
2,100,0.093161,300
3,100,8.08963,300
4,100,8.80144,300
5,100,0,280.395
6,100,0,265.311
7,100,0,263.738
8,100,0.889101,300
9,100,8.88623,300
10,100,0.809773,300
11,100,0,273.73
12,100,0,287.627
13,100,1.73929,300
14,100,9.48323,300
15,100,9.41247,300
16,100,0,275.48
17,100,7.51821,300
18,100,1.89919,300
19,100,6.19495,300
20,100,9.6932,300
21,100,0.937099,300
22,100,8.03905,300
23,100,3.90729,300
24,100,4.29245,300
