node_id,initial_energy,remaining_energy,lifetime
0,100,9.3094,300
1,100,0,292.931
2,100,0,293.339
3,100,0,294.316
4,100,0,296.014
5,100,9.04134,300
6,100,8.42705,300
7,100,8.25054,300
8,100,8.77558,300
9,100,8.90468,300
10,100,9.6251,300
11,100,8.48478,300
12,100,8.53011,300
13,100,9.00439,300
14,100,9.43889,300
15,100,9.66227,300
16,100,8.89703,300
17,100,9.00767,300
18,100,9.10893,300
19,100,9.16145,300
20,100,9.86968,300
21,100,9.19312,300
22,100,9.61927,300
23,100,9.58906,300
24,100,9.84501,300
