node_id,lifetime
0,300.0
1,209.845444444
2,251.212777778
3,281.193666667
4,299.741666667
5,221.134777778
6,221.524888889
7,234.019888889
8,263.772444444
9,294.734666667
10,249.247
11,265.51
12,276.990888889
13,281.465666667
14,288.59
15,280.016888889
16,293.945333333
17,288.025111111
18,297.433111111
19,296.709111111
20,298.620888889
21,300.0
22,300.0
23,300.0
24,300.0
