node_id,initial_energy,remaining_energy,lifetime
0,100,7.56122,300
1,100,0,242.074
2,100,9.67236,300
3,100,9.64321,300
4,100,9.8404,300
5,100,0,229.125
6,100,0,247.48
7,100,1.82412,300
8,100,9.18598,300
9,100,9.21895,300
10,100,0,234.127
11,100,0,297.059
12,100,7.51095,300
13,100,9.09771,300
14,100,9.54526,300
15,100,0,275.616
16,100,9.00702,300
17,100,9.19102,300
18,100,9.19824,300
19,100,9.21698,300
20,100,2.32148,300
21,100,9.06807,300
22,100,9.63851,300
23,100,9.67048,300
24,100,9.86026,300
