node_id,initial_energy,remaining_energy,lifetime
0,100,7.48458,300
1,100,0,224.701
2,100,0,264.291
3,100,0,265.804
4,100,0,299.342
5,100,0,227.715
6,100,0,274.049
7,100,7.82345,300
8,100,8.20332,300
9,100,8.64493,300
10,100,2.10534,300
11,100,1.51921,300
12,100,6.87847,300
13,100,9.16792,300
14,100,9.14061,300
15,100,1.59058,300
16,100,5.23899,300
17,100,9.17828,300
18,100,9.18985,300
19,100,8.99892,300
20,100,0,298.244
21,100,6.14704,300
22,100,9.61456,300
23,100,9.66133,300
24,100,9.67511,300
