num_app_nodes,total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
1,638053.333333,22052.57,1229.77777778,0.503800933333,3.38888888889,0.0100496588889,21.7777777778,2500.0,0.0,326.882444444
2,1302310.4,36695.9222,2508.0,0.513724017,4.05,0.011984306,50.5,2500.0,0.0,321.686
3,1704383.2,48833.7,3281.2,0.4480677,4.166667,0.012329067,48.3,2500.0,0.0,320.5352
4,2287842.4,65598.8,4404.8,0.4511267,4.392857,0.012303979,59.9,2500.0,0.0,316.0446
5,2889683.2,84283.18,5558.1,0.4553952,4.346667,0.011956411,93.9,2500.0,0.0,312.2847
6,3371240.8,102644.87,6482.8,0.4426329,4.299999,0.011369608,101.5,2500.0,0.0,309.1611
7,4158641.6,129089.61,7982.5,0.4671681,4.266668,0.011297597,131.7,2500.0,0.0,304.535
8,4609184.8,149277.6,8850.9,0.4532416,4.163462,0.010794823,126.4,2500.0,0.0,303.2448
9,5093408.8,169676.36,9786.4,0.4454641,4.013196,0.009905169,111.9,2500.0,0.0,301.7981
10,5364292.8,180496.49,10294.2,0.4217206,3.996056,0.01007702,132.1,2500.0,0.0,300.8859
11,5991703.2,202423.69,11492.3,0.4280025,4.190616,0.01076432,166.8,2500.0,0.0,298.1459
12,6312936.0,216207.9,12102.1,0.4131537,4.116789,0.009683132,154.0,2500.0,0.0,296.7013
13,6855551.2,236712.5,13123.9,0.4135725,4.21051,0.010625798,188.6,2500.0,0.0,294.276
14,7080446.4,250221.7,13568.5,0.3970417,4.158571,0.010194243,151.2,2500.0,0.0,294.2415
15,7665461.6,274356.8,14693.7,0.4013026,4.099098,0.00993099,171.9,2500.0,0.0,291.5984
16,7860692.0,287343.3,15092.1,0.3864221,4.03962,0.009505752,189.9,2500.0,0.0,291.1404
17,8409794.4,310557.1,16119.8,0.3884569,4.254088,0.010860363,213.4,2500.0,0.0,288.884
18,8711200.0,324099.4,16692.2,0.3799035,4.134048,0.010089909,239.7,2500.0,0.0,287.5861
19,8879198.4,336122.3,17006.9,0.3666939,4.079759,0.009897455,212.5,2500.0,0.0,287.2807
20,9234200.0,354405.3,17701.8,0.3625932,4.148961,0.010386016,224.3,2500.0,0.0,287.6985
21,9924082.4,393364.3,19013.7,0.3709194,4.14881,0.010408676,270.5,2500.0,0.0,284.2638
22,10040816.0,394955.8,19240.9,0.3582901,4.117665,0.010389368,254.6,2500.0,0.0,285.9692
23,10726494.4,428631.7,20564.1,0.3662809,4.196436,0.010739394,246.9,2500.0,0.0,283.3599
24,11514096.8,461105.7,22019.8,0.3758671,4.122507,0.010368428,304.5,2500.0,0.0,280.8413
