node_id,initial_energy,remaining_energy,lifetime
0,100,7.4044,300
1,100,0,227.383
2,100,1.85752,300
3,100,0.355256,300
4,100,9.74892,300
5,100,0,222.998
6,100,0,252.336
7,100,0.164025,300
8,100,6.62494,300
9,100,9.12765,300
10,100,0,227.548
11,100,1.67535,300
12,100,5.67503,300
13,100,9.02616,300
14,100,9.43964,300
15,100,0,268.179
16,100,8.7906,300
17,100,9.06735,300
18,100,9.01248,300
19,100,9.20682,300
20,100,0.267579,300
21,100,8.98928,300
22,100,9.56128,300
23,100,9.58977,300
24,100,9.84683,300
