total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
2606080,69495.5,5063,0.921719,5.33333,0.0134018,0,2500,101.457,291.325
