node_id,initial_energy,remaining_energy,lifetime
0,100,7.99271,300
1,100,0,247.4
2,100,9.39822,300
3,100,9.66107,300
4,100,9.8298,300
5,100,0,234.682
6,100,0,260.018
7,100,3.54279,300
8,100,9.15696,300
9,100,9.19568,300
10,100,0,256.986
11,100,0.793592,300
12,100,7.34194,300
13,100,9.16295,300
14,100,9.51025,300
15,100,0,298.386
16,100,9.06168,300
17,100,9.16679,300
18,100,9.16686,300
19,100,9.20208,300
20,100,0.0827864,300
21,100,9.08871,300
22,100,9.64437,300
23,100,9.6744,300
24,100,9.86788,300
