node_id,lifetime
0,320.2327
1,188.5365
2,230.8911
3,263.9661
4,301.4808
5,184.7314
6,197.3451
7,220.0327
8,260.7383
9,302.5218
10,205.2444
11,217.9319
12,229.1151
13,249.9927
14,297.7002
15,257.2345
16,246.248
17,247.3154
18,259.7505
19,293.8355
20,293.7609
21,303.5953
22,280.17
23,286.7115
24,304.1247
