node_id,initial_energy,remaining_energy,lifetime
0,100,9.24369,300
1,100,3.61569,300
2,100,9.73105,300
3,100,9.72495,300
4,100,9.85538,300
5,100,1.74593,300
6,100,0,289.558
7,100,0,280.019
8,100,9.17324,300
9,100,9.18483,300
10,100,6.60968,300
11,100,4.86694,300
12,100,0,283.522
13,100,8.89602,300
14,100,9.62536,300
15,100,9.19896,300
16,100,5.20171,300
17,100,0,286.675
18,100,9.0647,300
19,100,9.66814,300
20,100,9.86011,300
21,100,9.56137,300
22,100,0,289.313
23,100,9.09408,300
24,100,9.84836,300
