node_id,initial_energy,remaining_energy,lifetime
0,100,9.67099,300
1,100,7.53396,300
2,100,9.48179,300
3,100,9.1893,300
4,100,9.86656,300
5,100,7.43797,300
6,100,6.23217,300
7,100,7.03365,300
8,100,8.85518,300
9,100,9.68265,300
10,100,8.54867,300
11,100,6.25326,300
12,100,5.37891,300
13,100,8.84064,300
14,100,9.6358,300
15,100,9.1648,300
16,100,8.02219,300
17,100,8.9732,300
18,100,9.14766,300
19,100,9.17386,300
20,100,9.84695,300
21,100,9.73364,300
22,100,9.71947,300
23,100,9.71996,300
24,100,9.85014,300
