node_id,initial_energy,remaining_energy,lifetime
0,100,9.26133,300
1,100,3.32822,300
2,100,8.69302,300
3,100,9.19632,300
4,100,9.86325,300
5,100,2.55868,300
6,100,1.72263,300
7,100,8.17914,300
8,100,8.8762,300
9,100,9.67743,300
10,100,4.56321,300
11,100,0,290.458
12,100,8.95993,300
13,100,9.10462,300
14,100,9.61963,300
15,100,9.64141,300
16,100,0,291.742
17,100,8.97191,300
18,100,9.097,300
19,100,9.16576,300
20,100,9.85189,300
21,100,9.18143,300
22,100,9.62233,300
23,100,9.68378,300
24,100,9.84534,300
