Node_id\/--num_app_nodes->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
1,298.2949,296.5172,288.0918,279.2934,271.5705,263.5032,253.3826,244.8329,234.0774,230.3715,225.1686,221.9535,221.9223,219.0566,214.8724,215.032,212.6751,212.997444444,210.3331,205.622555556,203.5954,200.9291,197.4149,197.753666667
2,300.0,300.0,297.4083,293.0523,292.3745,291.2751,288.322,286.052,282.2366,276.0146,272.1444,265.5154,265.7133,263.2153,256.4594,259.1965,254.5939,251.134,251.146,255.053444444,251.1886,247.781,239.8824,236.71
3,300.0,300.0,298.8826,297.5182,297.623,298.0709,296.0119,294.6511,294.2759,291.9672,290.4103,289.0616,289.0327,289.5374,286.3303,286.8517,285.9985,283.369666667,283.9228,286.113333333,285.1641,279.9852,272.8246,273.211777778
4,300.0,300.0,298.9052,297.9994,298.4719,297.8512,298.5056,298.7209,298.9463,299.6993,299.8615,299.8353,299.702,299.8348,300.0,300.0,300.0,300.0,299.2524,296.847222222,299.4711,293.6545,292.5779,294.928888889
5,297.0774,290.4433,280.6515,274.5813,268.774,260.6822,254.5023,253.5121,243.3636,239.2137,236.4572,232.6902,234.2161,228.5797,226.338,221.9116,218.1332,216.724111111,210.4694,208.397333333,203.5429,201.6052,199.4583,199.508333333
6,298.1046,293.8268,286.5493,283.9378,274.7701,264.0659,255.288,255.8395,248.6472,240.8166,235.3832,229.2256,228.6767,228.0907,225.5557,228.4439,224.2813,221.600666667,220.4639,218.141777778,213.073,211.5726,208.9891,211.778
7,298.2108,296.828,296.4306,291.6682,295.2113,288.5758,269.6125,272.1071,268.4238,263.8746,259.5844,252.5937,254.1437,246.0782,247.4395,249.5161,241.7707,239.074,239.2955,244.827111111,237.3107,230.8354,227.3038,233.285333333
8,300.0,293.5614,296.2151,295.6526,291.4439,296.6823,285.9181,285.0366,281.8666,278.548,276.1832,272.1849,274.6305,276.2188,277.8001,276.5895,275.4503,263.601444444,265.4191,268.529555556,263.7453,263.2028,251.7721,258.842222222
9,300.0,299.4111,299.0148,298.8793,299.755,300.0,297.0251,297.2744,297.9306,297.276,298.0771,298.0849,296.887,295.4875,297.1986,297.634,298.2293,297.043888889,297.8544,297.112777778,295.6625,293.7883,292.384,293.365888889
10,298.4877,296.8916,296.5515,293.389,288.7085,284.325,283.5079,285.4184,276.4064,271.5017,270.6389,268.4467,262.7973,261.3908,254.187,254.7736,248.1474,249.064666667,246.5036,243.474222222,242.6029,239.8179,239.8159,238.813222222
11,297.427,297.141,294.1701,291.7441,283.0801,285.8294,287.1016,289.2942,284.8097,283.8144,275.6406,274.2516,273.2966,276.6581,272.2489,280.368,273.5219,275.949888889,271.1823,274.084777778,271.3008,270.965,268.5412,263.389
12,298.4222,298.5866,298.2305,295.8739,297.503,295.915,295.6914,297.0041,296.1703,295.1029,286.1693,285.0361,285.4275,282.9203,286.068,284.8318,282.9047,280.602666667,278.5436,281.397888889,282.2558,272.9798,274.7919,271.636555556
13,300.0,294.1213,296.9673,297.021,292.7116,298.2755,294.6253,293.1985,290.5269,290.424,287.5398,285.3402,291.998,295.8161,294.1218,295.0986,290.6951,285.171555556,286.2594,285.725,284.261,281.2508,271.3873,277.725555556
14,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,299.7187,299.2435,298.4703,295.7931,297.1893,295.0353,298.7113,298.6291,296.2667,298.520222222,299.539,300.0,298.9208,297.6098,293.2856,294.048888889
15,300.0,300.0,298.4584,297.3004,297.9415,297.0434,297.5957,298.2403,297.2762,295.1604,295.5635,295.4294,293.2089,288.3393,284.6463,285.8802,283.6755,282.316666667,279.5321,280.048555556,276.5418,277.7871,278.601,277.052666667
