total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
11220480,299213,21741,0.698461,4.35294,0.0108821,4,2500,52.0237,258.227
