node_id,lifetime
0,300.0
1,247.2587
2,279.4772
3,292.8253
4,295.8582
5,230.3353
6,263.4114
7,284.2107
8,292.4888
9,299.4127
10,253.3196
11,260.6608
12,271.3194
13,280.4153
14,295.7104
15,290.5086
16,281.4191
17,284.3627
18,285.5545
19,294.6114
20,295.7943
21,298.5132
22,292.2803
23,296.54
24,297.8808
