node_id,initial_energy,remaining_energy,lifetime
0,100,9.15772,300
1,100,5.24989,300
2,100,9.64556,300
3,100,9.68026,300
4,100,9.857,300
5,100,0,283.068
6,100,3.32692,300
7,100,7.19724,300
8,100,9.16918,300
9,100,9.16807,300
10,100,8.85306,300
11,100,7.91057,300
12,100,8.6746,300
13,100,9.16116,300
14,100,9.52416,300
15,100,9.72625,300
16,100,9.16321,300
17,100,9.16042,300
18,100,9.16337,300
19,100,9.18721,300
20,100,9.853,300
21,100,9.18647,300
22,100,9.63433,300
23,100,9.68117,300
24,100,9.86411,300
