node_id,initial_energy,remaining_energy,lifetime
0,100,8.62219,300
1,100,0,296.106
2,100,7.0654,300
3,100,9.71708,300
4,100,9.86183,300
5,100,0,278.962
6,100,0,278.843
7,100,6.33893,300
8,100,9.11738,300
9,100,9.18411,300
10,100,0,284.287
11,100,0,281.384
12,100,9.06258,300
13,100,9.14128,300
14,100,9.49582,300
15,100,9.67865,300
16,100,9.14534,300
17,100,9.13293,300
18,100,9.15639,300
19,100,9.17469,300
20,100,9.86283,300
21,100,9.19412,300
22,100,9.63261,300
23,100,9.67983,300
24,100,9.84953,300
