node_id,initial_energy,remaining_energy,lifetime
0,100,9.09059,300
1,100,0.940147,300
2,100,7.53513,300
3,100,8.15352,300
4,100,8.74051,300
5,100,3.82356,300
6,100,0,289.977
7,100,0,290.975
8,100,0,253.163
9,100,0,295.708
10,100,9.63367,300
11,100,9.06836,300
12,100,8.41031,300
13,100,0,259.958
14,100,9.46931,300
15,100,9.17744,300
16,100,9.15124,300
17,100,8.81936,300
18,100,9.08871,300
19,100,9.18764,300
20,100,9.84529,300
21,100,9.72503,300
22,100,9.72851,300
23,100,9.7252,300
24,100,9.85259,300
