node_id,initial_energy,remaining_energy,lifetime
0,100,9.14734,300
1,100,2.13113,300
2,100,7.27448,300
3,100,7.83556,300
4,100,7.61535,300
5,100,2.11174,300
6,100,0.837583,300
7,100,7.83238,300
8,100,8.20072,300
9,100,8.64197,300
10,100,4.87612,300
11,100,0,290.113
12,100,9.00395,300
13,100,9.1135,300
14,100,9.63155,300
15,100,9.64458,300
16,100,0,291.66
17,100,9.02395,300
18,100,9.12634,300
19,100,9.18085,300
20,100,9.85189,300
21,100,9.18296,300
22,100,9.63581,300
23,100,9.66385,300
24,100,9.85924,300
